saccade_ser,Id,QuestionsNum,Answer,stime,etime,sxp,syp,exp,eyp,dur,ampl
578,00a17d6c125942fcadcdf62eeec74ae2,108,1,18933199,18933360,699.940992,446.698692,743.686656,440.554788,161,44.17500056776576
579,00a17d6c125942fcadcdf62eeec74ae2,108,1,18933600,18933633,743.686656,440.554788,857.5297919999999,431.565948,33,114.19745557086677
580,00a17d6c125942fcadcdf62eeec74ae2,108,1,18933776,18933808,857.5297919999999,431.565948,1086.6155520000002,469.363896,32,232.1830534466037
581,00a17d6c125942fcadcdf62eeec74ae2,108,1,18934033,18934144,1086.6155520000002,469.363896,639.1161599999999,437.826384,111,448.6093183422744
582,00a17d6c125942fcadcdf62eeec74ae2,108,1,18934541,18934976,639.1161599999999,437.826384,645.650688,438.820092,435,6.609652923720597
582,00a17d6c125942fcadcdf62eeec74ae2,109,1,18934541,18934976,639.1161599999999,437.826384,645.650688,438.820092,435,6.609652923720597
583,00a17d6c125942fcadcdf62eeec74ae2,109,1,18935280,18935313,645.650688,438.820092,890.303424,450.28224,33,244.92109355680168
584,00a17d6c125942fcadcdf62eeec74ae2,109,1,18935441,18935681,890.303424,450.28224,1032.449472,553.593852,240,175.72361291544416
585,00a17d6c125942fcadcdf62eeec74ae2,109,1,18935808,18935841,1032.449472,553.593852,924.578112,473.56768800000003,33,134.3146203240901
586,00a17d6c125942fcadcdf62eeec74ae2,109,1,18935984,18936017,924.578112,473.56768800000003,481.91097599999995,371.45336399999997,33,454.29233810446283
