saccade_ser,Id,QuestionsNum,Answer,stime,etime,sxp,syp,exp,eyp,dur,ampl
124,00a45dae43da4bd9b262e11f4db1b6c0,24,1,23061865,23061897,653.47392,463.301208,713.400384,454.524588,32,60.565750603519284
125,00a45dae43da4bd9b262e11f4db1b6c0,24,1,23062330,23062361,713.400384,454.524588,821.123328,445.547304,31,108.09636576704968
126,00a45dae43da4bd9b262e11f4db1b6c0,24,1,23062839,23062969,821.123328,445.547304,531.564096,723.710592,130,401.5213115482176
127,00a45dae43da4bd9b262e11f4db1b6c0,24,1,23063130,23063177,531.564096,723.710592,533.108352,776.055492,47,52.367674023232404
128,00a45dae43da4bd9b262e11f4db1b6c0,24,1,23063306,23063370,533.108352,776.055492,490.28486399999997,765.9159119999999,64,44.00752443687948
129,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23063642,23063737,490.28486399999997,765.9159119999999,513.9110400000001,451.846944,95,314.9563665858621
130,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23064314,23064345,513.9110400000001,451.846944,665.1899520000001,455.532768,31,151.32380683310447
131,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23064617,23064649,665.1899520000001,455.532768,750.893568,447.690564,32,86.06166370140107
132,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23064810,23064841,750.893568,447.690564,830.883456,451.18965599999996,31,80.06638387661215
133,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23064953,23064985,830.883456,451.18965599999996,925.32096,443.879568,32,94.72000606164337
134,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23065114,23065146,925.32096,443.879568,985.9637759999999,441.597204,32,60.68575053369896
135,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23065322,23065691,985.9637759999999,441.597204,996.4368,454.41734399999996,369,16.554160242192165
136,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23066249,23066284,996.4368,454.41734399999996,1048.076736,428.62003200000004,35,57.725075110470314
137,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23066490,23066617,1048.076736,428.62003200000004,546.2150399999999,454.47588,127,502.5272995448064
138,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23067065,23067097,546.2150399999999,454.47588,673.105152,456.97251600000004,32,126.91467099862432
139,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23067257,23067289,673.105152,456.97251600000004,852.4584960000001,453.758652,32,179.38213658498125
140,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23068634,23068665,852.4584960000001,453.758652,1047.744768,436.24861200000004,31,196.06970579990056
141,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23069130,23069273,1047.744768,436.24861200000004,951.577152,760.599288,143,338.30691891946344
142,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23069802,23069913,951.577152,760.599288,798.891072,455.807844,111,340.89714484191785
143,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23070009,23070041,798.891072,455.807844,547.787136,452.377656,32,251.12736383040266
144,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23070137,23070250,547.787136,452.377656,945.9757440000001,447.55199999999996,113,398.21784803899493
145,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23070409,23070444,945.9757440000001,447.55199999999996,1012.152192,440.845632,35,66.51539402009222
146,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23070681,23070713,1012.152192,440.845632,969.03456,462.558384,32,48.27601670292323
147,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23070906,23071177,969.03456,462.558384,495.61152,773.8704359999999,271,566.6079495765059
148,00a45dae43da4bd9b262e11f4db1b6c0,25,1,23071451,23071657,495.61152,773.8704359999999,533.031744,470.63775599999997,206,305.5328646548396
149,00a45dae43da4bd9b262e11f4db1b6c0,26,1,23072393,23072425,533.031744,470.63775599999997,644.276928,459.458028,32,111.80553332169136
150,00a45dae43da4bd9b262e11f4db1b6c0,26,1,23072729,23072762,644.276928,459.458028,739.298112,445.74948,33,96.0049462112768
151,00a45dae43da4bd9b262e11f4db1b6c0,26,1,23073722,23073769,739.298112,445.74948,887.60928,463.18284,47,149.33226240305154
152,00a45dae43da4bd9b262e11f4db1b6c0,26,1,23074425,23074570,887.60928,463.18284,528.690432,455.091048,145,359.0100507610036
153,00a45dae43da4bd9b262e11f4db1b6c0,26,1,23075130,23075177,528.690432,455.091048,694.55232,461.617596,47,165.9902458571613
154,00a45dae43da4bd9b262e11f4db1b6c0,26,1,23075913,23076010,694.55232,461.617596,503.316288,763.767684,97,357.58341070792534
155,00a45dae43da4bd9b262e11f4db1b6c0,26,1,23076250,23076377,503.316288,763.767684,817.3872,507.78673200000003,127,405.17500607927195
156,00a45dae43da4bd9b262e11f4db1b6c0,26,1,23076473,23076618,817.3872,507.78673200000003,647.321856,440.50316399999997,145,182.89149721255214
157,00a45dae43da4bd9b262e11f4db1b6c0,27,1,23076712,23076745,647.321856,440.50316399999997,553.06176,442.41606,33,94.27950397109664
158,00a45dae43da4bd9b262e11f4db1b6c0,27,1,23076905,23076953,553.06176,442.41606,505.86988799999995,453.76761600000003,48,48.53792956529491
159,00a45dae43da4bd9b262e11f4db1b6c0,27,1,23077241,23077289,505.86988799999995,453.76761600000003,583.297728,461.726568,48,77.83582288383616
160,00a45dae43da4bd9b262e11f4db1b6c0,27,1,23077818,23077848,583.297728,461.726568,730.632,449.789544,30,147.8170499223501
161,00a45dae43da4bd9b262e11f4db1b6c0,27,1,23078361,23078586,730.632,449.789544,608.451264,458.500608,225,122.49087674399988
162,00a45dae43da4bd9b262e11f4db1b6c0,28,1,23079690,23079801,608.451264,458.500608,501.87302400000004,454.038588,111,106.67160289401298
163,00a45dae43da4bd9b262e11f4db1b6c0,28,1,23080634,23080729,501.87302400000004,454.038588,499.26700800000003,735.0958439999999,95,281.06933747679017
164,00a45dae43da4bd9b262e11f4db1b6c0,28,1,23081001,23081033,499.26700800000003,735.0958439999999,526.9589759999999,461.728728,32,274.76612819245105
165,00a45dae43da4bd9b262e11f4db1b6c0,29,1,23082439,23082507,526.9589759999999,461.728728,528.9452160000001,462.137292,68,2.0278249134717536
166,00a45dae43da4bd9b262e11f4db1b6c0,29,1,23083082,23083113,528.9452160000001,462.137292,583.1136,457.77495600000003,31,54.34375585610867
167,00a45dae43da4bd9b262e11f4db1b6c0,29,1,23083241,23083276,583.1136,457.77495600000003,505.384512,449.01432,35,78.22122387457414
168,00a45dae43da4bd9b262e11f4db1b6c0,29,1,23083881,23083913,505.384512,449.01432,729.5472,454.427604,32,224.2280409205102
169,00a45dae43da4bd9b262e11f4db1b6c0,29,1,23086201,23086233,729.5472,454.427604,930.367872,460.079352,32,200.9001855598623
170,00a45dae43da4bd9b262e11f4db1b6c0,29,1,23086394,23086570,930.367872,460.079352,496.069824,768.076776,176,532.4257766930956
171,00a45dae43da4bd9b262e11f4db1b6c0,29,1,23086938,23086968,496.069824,768.076776,506.587392,471.25465199999996,30,297.0084048179546
172,00a45dae43da4bd9b262e11f4db1b6c0,30,1,23087497,23087546,506.587392,471.25465199999996,585.447744,448.955136,49,81.95256879072276
173,00a45dae43da4bd9b262e11f4db1b6c0,30,1,23087770,23087801,585.447744,448.955136,641.054976,452.427228,31,55.715524529149825
174,00a45dae43da4bd9b262e11f4db1b6c0,30,1,23088537,23088569,641.054976,452.427228,711.992064,460.741068,32,71.422618192456
175,00a45dae43da4bd9b262e11f4db1b6c0,30,1,23088985,23089017,711.992064,460.741068,810.514752,450.466596,32,99.0569776725705
176,00a45dae43da4bd9b262e11f4db1b6c0,30,1,23089481,23089514,810.514752,450.466596,942.084864,445.09068,33,131.67989536953468
177,00a45dae43da4bd9b262e11f4db1b6c0,30,1,23089754,23089784,942.084864,445.09068,1029.3530879999998,435.587652,30,87.78411280683382
178,00a45dae43da4bd9b262e11f4db1b6c0,30,1,23090185,23090216,1029.3530879999998,435.587652,1140.184128,431.4735,31,110.90737430018241
179,00a45dae43da4bd9b262e11f4db1b6c0,30,1,23090523,23090553,1140.184128,431.4735,1260.365376,422.99658,30,120.47983459286401
180,00a45dae43da4bd9b262e11f4db1b6c0,30,1,23090729,23090890,1260.365376,422.99658,566.692608,794.364516,161,786.8265710775672
181,00a45dae43da4bd9b262e11f4db1b6c0,30,1,23091049,23091434,566.692608,794.364516,477.653952,574.251444,385,237.4397749484351
181,00a45dae43da4bd9b262e11f4db1b6c0,31,1,23091049,23091434,566.692608,794.364516,477.653952,574.251444,385,237.4397749484351
182,00a45dae43da4bd9b262e11f4db1b6c0,31,1,23091593,23091689,477.653952,574.251444,545.151552,445.509828,96,145.36275209300163
183,00a45dae43da4bd9b262e11f4db1b6c0,31,1,23092456,23092601,545.151552,445.509828,860.07168,441.03074399999997,145,314.95197921749184
184,00a45dae43da4bd9b262e11f4db1b6c0,31,1,23093609,23093705,860.07168,441.03074399999997,731.150784,456.065208,96,129.79457821191957
185,00a45dae43da4bd9b262e11f4db1b6c0,31,1,23094282,23095721,731.150784,456.065208,569.304384,460.269432,1439,161.9009965763095
185,00a45dae43da4bd9b262e11f4db1b6c0,32,1,23094282,23095721,731.150784,456.065208,569.304384,460.269432,1439,161.9009965763095
